label,text
spam,Khẩn cấp! Tài khoản của bạn cần được xác minh. Click vào liên kết này.
ham,Can you call me when you finish the meeting?
spam,Khẩn cấp! Tài khoản của bạn cần được xác minh. Gọi ngay!
spam,500 đô la MIỄN PHÍ đang chờ bạn. Click vào liên kết này.
spam,Congratulations! You have won a free laptop. Don't miss out!
ham,"Chào bạn, chúng ta vẫn gặp nhau vào lúc 8 giờ sáng chứ?"
spam,Nhân đôi thu nhập! Học cách kiếm 500 đô la dễ dàng. Gọi ngay!
ham,Hãy lên lịch cho một bữa trưa vào ngày mai.
ham,Hãy cho tôi biết nếu bạn cần giúp đỡ với việc triển khai.
ham,Hãy lên lịch cho một lớp học vào ngày mai.
spam,Limited time offer! Get $2000 shopping voucher for free! Don't miss out!
spam,You have been selected for a special offer. Click here now!
spam,TRÚNG một thẻ quà tặng ngay! Nhận phần thưởng miễn phí của bạn hôm nay!
spam,WIN a luxury vacation now! Claim your free reward today!
spam,Double your income! Learn how to make $10000 easily. Claim it here!
ham,Bạn đã xem lại mã nguồn chưa?
spam,Double your income! Learn how to make $10000 easily. Act fast!
ham,Bạn đã xem lại bản thuyết trình chưa?
spam,Congratulations! You have won a new iPhone. Click this link.
spam,Nhân đôi thu nhập! Học cách kiếm 1000 đô la dễ dàng. Đừng bỏ lỡ!
ham,lớp học sẽ bắt đầu lúc lúc 8 giờ sáng.
ham,"Chào bạn, chúng ta vẫn gặp nhau vào cuối tuần này chứ?"
ham,Vui lòng gửi cho tôi mã nguồn trước thứ Tư.
spam,Ưu đãi có thời hạn! Nhận một chiếc iPhone mới miễn phí! Nhận ngay tại đây!
spam,Limited time offer! Get a gift card for free! Don't miss out!
ham,Hãy cho tôi biết nếu bạn cần giúp đỡ với viết code.
ham,Bạn có thể gọi cho tôi khi bạn có thời gian không?
spam,Bạn đã được chọn cho một ưu đãi đặc biệt. Trả lời email này.
ham,I will be in a meeting later today.
spam,Make money fast! Earn $2500 a week from home.
spam,500 đô la của bạn đã sẵn sàng để giao. Trả lời email này.
ham,Please send me the design draft before the end of the week.
ham,Did you review the financial statement yet?
ham,Đừng quên bữa trưa của chúng ta vào lúc 8 giờ sáng.
ham,Bạn đã xem lại bản nháp thiết kế chưa?
spam,Limited time offer! Get a free prize for free! Act fast!
ham,Hãy cho tôi biết nếu bạn cần giúp đỡ với bài thuyết trình.
ham,Vui lòng gửi cho tôi đề xuất dự án trước thứ Hai.
spam,500 đô la của bạn đã sẵn sàng để giao. Đừng bỏ lỡ!
ham,Hãy cho tôi biết nếu bạn cần giúp đỡ với bài thuyết trình.
spam,một kỳ nghỉ dưỡng sang trọng MIỄN PHÍ đang chờ bạn. Nhấn vào đây ngay!
spam,1000 đô la tiền mặt MIỄN PHÍ đang chờ bạn. Gọi ngay!
spam,một chiếc iPhone mới MIỄN PHÍ đang chờ bạn. Gọi ngay!
spam,Your a luxury vacation is ready to be shipped. Visit our website.
ham,"Chào bạn, chúng ta vẫn gặp nhau vào lúc 2 giờ chiều chứ?"
ham,buổi phỏng vấn sẽ bắt đầu lúc chiều nay.
ham,Cảm ơn vì đã giúp tôi với ngân sách.
ham,Did you review the design draft yet?
ham,The group meeting will begin this weekend.
spam,Double your income! Learn how to make $1000 easily. Click this link.
ham,Let me know if you need help with the presentation.
ham,Tôi sẽ vắng mặt vào ngày mai.
spam,TRÚNG 500 đô la ngay! Nhận phần thưởng miễn phí của bạn hôm nay!
ham,Vui lòng gửi cho tôi hóa đơn trước cuối tuần.
ham,Vui lòng gửi cho tôi bản nháp thiết kế trước thứ Sáu.
spam,Nhân đôi thu nhập! Học cách kiếm 10000 đô la dễ dàng. Click vào liên kết này.
ham,lớp học sẽ bắt đầu lúc thứ Sáu tới.
spam,Nhân đôi thu nhập! Học cách kiếm 200 đô la dễ dàng. Nhận ngay tại đây!
spam,Nhân đôi thu nhập! Học cách kiếm 5000 đô la dễ dàng. Trả lời email này.
ham,Bạn đã xem lại đề xuất dự án chưa?
spam,WIN a Bitcoin now! Claim your free reward today!
spam,You have been selected for a special offer. Visit our website.
spam,500 đô la của bạn đã sẵn sàng để giao. Đừng bỏ lỡ!
ham,Don't forget our call this afternoon.
spam,TRÚNG một kỳ nghỉ dưỡng sang trọng ngay! Nhận phần thưởng miễn phí của bạn hôm nay!
ham,Bạn đã xem lại báo cáo chưa?
spam,Bạn đã được chọn cho một ưu đãi đặc biệt. Đừng bỏ lỡ!
spam,Limited time offer! Get a new iPhone for free! Reply to this email.
spam,Limited time offer! Get a Bitcoin for free! Call now!
ham,buổi họp nhóm sẽ bắt đầu lúc lúc 8 giờ sáng.
spam,Ưu đãi có thời hạn! Nhận phiếu mua hàng trị giá 2000 đô la miễn phí! Nhấn vào đây ngay!
ham,lớp học sẽ bắt đầu lúc thứ Sáu tới.
spam,Chúc mừng! Bạn đã trúng 1000 đô la tiền mặt. Đừng bỏ lỡ!
spam,Khẩn cấp! Tài khoản của bạn cần được xác minh. Trả lời email này.
spam,Ưu đãi có thời hạn! Nhận một Bitcoin miễn phí! Trả lời email này.
spam,Bạn đã được chọn cho một ưu đãi đặc biệt. Click vào liên kết này.
ham,"Chào bạn, chúng ta vẫn gặp nhau vào ngày mai chứ?"
spam,Chúc mừng! Bạn đã trúng 1000 đô la tiền mặt. Nhận ngay tại đây!
ham,Hãy lên lịch cho một hội nghị vào lúc 8 giờ sáng.
ham,Bạn có thể gọi cho tôi khi bạn có thời gian không?
ham,Vui lòng gửi cho tôi báo cáo trước thứ Ba.
ham,Let's schedule a dinner for tomorrow.
ham,Let me know if you need help with coding.
ham,Let me know if you need help with testing.
spam,Giảm giá 75% cho tất cả sản phẩm! Nhấn vào đây ngay!
ham,Tôi sẽ làm việc ở nhà vào cuối tuần này.
ham,bữa trưa sẽ bắt đầu lúc lúc 2 giờ chiều.
ham,hội nghị sẽ bắt đầu lúc tối nay.
spam,Bạn đã được chọn cho một ưu đãi đặc biệt. Nhấn vào đây ngay!
ham,The dinner will begin next week.
ham,Let's schedule a dinner for on Monday.
spam,FREE a free prize waiting for you. Act fast!
spam,Ưu đãi có thời hạn! Nhận một thẻ quà tặng miễn phí! Nhận ngay tại đây!
ham,Hãy lên lịch cho một buổi phỏng vấn vào lát nữa.
spam,Ưu đãi có thời hạn! Nhận 500 đô la miễn phí! Trả lời email này.
spam,Kiếm tiền nhanh chóng! Kiếm 10000 đô la một tuần từ việc làm ở nhà.
ham,Bạn đã xem lại bản nháp thiết kế chưa?
ham,Bạn có thể gọi cho tôi khi bạn rảnh rỗi không?
spam,Your a gift card is ready to be shipped. Claim it here!
ham,Đừng quên cuộc gọi của chúng ta vào ngày mai.
spam,WIN a gift card now! Claim your free reward today!
spam,Giảm giá 20% cho tất cả sản phẩm! Trả lời email này.
spam,Giảm giá 50% cho tất cả sản phẩm! Truy cập trang web của chúng tôi.
ham,lịch hẹn sẽ bắt đầu lúc tuần sau.
ham,Bạn có thể gọi cho tôi khi bạn họp xong không?
spam,Chúc mừng! Bạn đã trúng một phần thưởng miễn phí. Nhận ngay tại đây!
ham,"Chào bạn, chúng ta vẫn gặp nhau vào lúc 8 giờ sáng chứ?"
spam,FREE a free prize waiting for you. Click this link.
spam,Nhân đôi thu nhập! Học cách kiếm 10000 đô la dễ dàng. Click vào liên kết này.
ham,Cảm ơn vì đã giúp tôi với bài thuyết trình.
spam,TRÚNG một phần thưởng miễn phí ngay! Nhận phần thưởng miễn phí của bạn hôm nay!
spam,một Bitcoin của bạn đã sẵn sàng để giao. Đừng bỏ lỡ!
spam,Limited time offer! Get a free laptop for free! Visit our website.
spam,Kiếm tiền nhanh chóng! Kiếm 500 đô la một tuần từ việc làm ở nhà.
ham,Cảm ơn vì đã giúp tôi với viết code.
spam,TRÚNG một phần thưởng miễn phí ngay! Nhận phần thưởng miễn phí của bạn hôm nay!
ham,Please send me the design draft before Wednesday.
ham,bữa tối sẽ bắt đầu lúc ngày mai.
ham,Hãy cho tôi biết nếu bạn cần giúp đỡ với kiểm thử.
ham,Let's schedule a lunch for tomorrow.
spam,Bạn đã được chọn cho một ưu đãi đặc biệt. Trả lời email này.
ham,Đừng quên lịch hẹn của chúng ta vào tối nay.
ham,bữa tối sẽ bắt đầu lúc thứ Sáu tới.
spam,TRÚNG phiếu mua hàng trị giá 2000 đô la ngay! Nhận phần thưởng miễn phí của bạn hôm nay!
spam,Chúc mừng! Bạn đã trúng một chiếc laptop miễn phí. Trả lời email này.
ham,Let's schedule a meeting for next Friday.
spam,You have been selected for a special offer. Claim it here!
ham,"Chào bạn, chúng ta vẫn gặp nhau vào vào thứ Hai chứ?"
ham,I will be in a meeting next week.
spam,TRÚNG 500 đô la ngay! Nhận phần thưởng miễn phí của bạn hôm nay!
spam,Giảm giá 50% cho tất cả sản phẩm! Nhấn vào đây ngay!
ham,Vui lòng gửi cho tôi hóa đơn trước thứ Tư.
ham,Tôi sẽ vắng mặt vào tuần sau.
ham,Vui lòng gửi cho tôi đề xuất dự án trước thứ Tư.
ham,Let me know if you need help with the report.
spam,một Bitcoin của bạn đã sẵn sàng để giao. Nhấn vào đây ngay!
ham,Cảm ơn vì đã giúp tôi với bản báo cáo.
ham,Vui lòng gửi cho tôi ghi chú cuộc họp trước cuối tuần.
ham,Let's schedule a conference for on Monday.
spam,Giảm giá 75% cho tất cả sản phẩm! Hành động nhanh lên!
ham,Tôi sẽ vắng mặt vào lát nữa.
spam,Kiếm tiền nhanh chóng! Kiếm 50000 đô la một tuần từ việc làm ở nhà.
ham,Bạn đã xem lại mã nguồn chưa?
spam,một thẻ quà tặng MIỄN PHÍ đang chờ bạn. Hành động nhanh lên!
spam,một chiếc iPhone mới của bạn đã sẵn sàng để giao. Click vào liên kết này.
spam,You have been selected for a special offer. Click this link.
spam,Kiếm tiền nhanh chóng! Kiếm 2500 đô la một tuần từ việc làm ở nhà.
spam,Bạn đã được chọn cho một ưu đãi đặc biệt. Trả lời email này.
spam,Bạn đã được chọn cho một ưu đãi đặc biệt. Click vào liên kết này.
spam,một chiếc laptop miễn phí MIỄN PHÍ đang chờ bạn. Trả lời email này.
ham,Hãy cho tôi biết nếu bạn cần giúp đỡ với bản báo cáo.
spam,Limited time offer! Get a Bitcoin for free! Call now!
spam,Bạn đã được chọn cho một ưu đãi đặc biệt. Gọi ngay!
spam,Bạn đã được chọn cho một ưu đãi đặc biệt. Trả lời email này.
ham,Can you call me when you wake up?
ham,Tôi sẽ rảnh vào tuần sau.
spam,Kiếm tiền nhanh chóng! Kiếm 1000 đô la một tuần từ việc làm ở nhà.
spam,Khẩn cấp! Tài khoản của bạn cần được xác minh. Truy cập trang web của chúng tôi.
ham,Tôi sẽ vắng mặt vào vào thứ Hai.
spam,Make money fast! Earn $1000 a week from home.
ham,lịch hẹn sẽ bắt đầu lúc lát nữa.
ham,Cảm ơn vì đã giúp tôi với viết code.
ham,Cảm ơn vì đã giúp tôi với viết code.
spam,WIN $1000 cash now! Claim your free reward today!
ham,Hãy cho tôi biết nếu bạn cần giúp đỡ với viết code.
spam,phiếu mua hàng trị giá 2000 đô la MIỄN PHÍ đang chờ bạn. Nhấn vào đây ngay!
ham,"Chào bạn, chúng ta vẫn gặp nhau vào vào thứ Hai chứ?"
ham,I will be out of office on Monday.
spam,Chúc mừng! Bạn đã trúng một thẻ quà tặng. Hành động nhanh lên!
spam,FREE a free prize waiting for you. Call now!
spam,Chúc mừng! Bạn đã trúng một Bitcoin. Truy cập trang web của chúng tôi.
spam,TRÚNG một phần thưởng miễn phí ngay! Nhận phần thưởng miễn phí của bạn hôm nay!
ham,Don't forget our lunch tonight.
ham,Let me know if you need help with the report.
ham,Thanks for helping me with the assignment.
ham,Hãy lên lịch cho một cuộc họp vào lát nữa.
spam,Get 50% off on all products! Don't miss out!
spam,một thẻ quà tặng của bạn đã sẵn sàng để giao. Gọi ngay!
spam,FREE a luxury vacation waiting for you. Don't miss out!
ham,Bạn đã xem lại báo cáo chưa?
spam,Nhân đôi thu nhập! Học cách kiếm 2500 đô la dễ dàng. Nhận ngay tại đây!
ham,buổi phỏng vấn sẽ bắt đầu lúc cuối tuần này.
ham,Bạn đã xem lại báo cáo chưa?
spam,Get 90% off on all products! Reply to this email.
spam,Get 99% off on all products! Claim it here!
ham,The dinner will begin this afternoon.
spam,Giảm giá 50% cho tất cả sản phẩm! Hành động nhanh lên!
spam,TRÚNG 1000 đô la tiền mặt ngay! Nhận phần thưởng miễn phí của bạn hôm nay!
spam,Khẩn cấp! Tài khoản của bạn cần được xác minh. Nhấn vào đây ngay!
spam,500 đô la MIỄN PHÍ đang chờ bạn. Gọi ngay!
spam,WIN a brand new car now! Claim your free reward today!
spam,một Bitcoin của bạn đã sẵn sàng để giao. Hành động nhanh lên!
spam,Chúc mừng! Bạn đã trúng một chiếc iPhone mới. Click vào liên kết này.
ham,"Hello, are we still meeting this afternoon?"
ham,Don't forget our group meeting later today.
spam,Kiếm tiền nhanh chóng! Kiếm 10000 đô la một tuần từ việc làm ở nhà.
spam,Giảm giá 20% cho tất cả sản phẩm! Hành động nhanh lên!
ham,Bạn có thể gọi cho tôi khi bạn rảnh rỗi không?
spam,phiếu mua hàng trị giá 2000 đô la MIỄN PHÍ đang chờ bạn. Trả lời email này.
spam,TRÚNG một phần thưởng miễn phí ngay! Nhận phần thưởng miễn phí của bạn hôm nay!
ham,Bạn đã xem lại ghi chú cuộc họp chưa?
spam,You have been selected for a special offer. Click here now!
spam,Chúc mừng! Bạn đã trúng một chiếc laptop miễn phí. Nhận ngay tại đây!
spam,Nhân đôi thu nhập! Học cách kiếm 200 đô la dễ dàng. Click vào liên kết này.
spam,TRÚNG một chiếc ô tô mới tinh ngay! Nhận phần thưởng miễn phí của bạn hôm nay!
ham,Cảm ơn vì đã giúp tôi với ngân sách.
ham,Did you review the report yet?
spam,Limited time offer! Get a free prize for free! Visit our website.
ham,I will be available next Friday.
ham,"Chào bạn, chúng ta vẫn gặp nhau vào tối nay chứ?"
spam,Giảm giá 99% cho tất cả sản phẩm! Hành động nhanh lên!
spam,Chúc mừng! Bạn đã trúng 500 đô la. Gọi ngay!
spam,Khẩn cấp! Tài khoản của bạn cần được xác minh. Nhấn vào đây ngay!
ham,Can you call me when you have time?
spam,Nhân đôi thu nhập! Học cách kiếm 5000 đô la dễ dàng. Nhấn vào đây ngay!
ham,"Chào bạn, chúng ta vẫn gặp nhau vào lúc 2 giờ chiều chứ?"
spam,TRÚNG một phần thưởng miễn phí ngay! Nhận phần thưởng miễn phí của bạn hôm nay!
ham,Bạn đã xem lại ghi chú cuộc họp chưa?
ham,Please send me the report before Wednesday.
spam,FREE a free laptop waiting for you. Click this link.
ham,Bạn đã xem lại hóa đơn chưa?
ham,Let me know if you need help with your project.
ham,Don't forget our dinner next Friday.
ham,The dinner will begin next week.
spam,Nhân đôi thu nhập! Học cách kiếm 200 đô la dễ dàng. Nhấn vào đây ngay!
spam,Nhân đôi thu nhập! Học cách kiếm 200 đô la dễ dàng. Hành động nhanh lên!
ham,"Chào bạn, chúng ta vẫn gặp nhau vào lúc 2 giờ chiều chứ?"
spam,Khẩn cấp! Tài khoản của bạn cần được xác minh. Truy cập trang web của chúng tôi.
ham,Hãy cho tôi biết nếu bạn cần giúp đỡ với việc triển khai.
spam,Limited time offer! Get a new iPhone for free! Claim it here!
ham,Cảm ơn vì đã giúp tôi với kiểm thử.
ham,Vui lòng gửi cho tôi hóa đơn trước thứ Hai.
ham,lịch hẹn sẽ bắt đầu lúc ngày mai.
spam,Double your income! Learn how to make $10000 easily. Visit our website.
ham,"Chào bạn, chúng ta vẫn gặp nhau vào tối nay chứ?"
spam,Nhân đôi thu nhập! Học cách kiếm 500 đô la dễ dàng. Hành động nhanh lên!
spam,Bạn đã được chọn cho một ưu đãi đặc biệt. Nhận ngay tại đây!
spam,WIN a brand new car now! Claim your free reward today!
ham,Hãy cho tôi biết nếu bạn cần giúp đỡ với dự án của bạn.
spam,1000 đô la tiền mặt của bạn đã sẵn sàng để giao. Gọi ngay!
spam,Double your income! Learn how to make $200 easily. Click here now!
ham,bữa tối sẽ bắt đầu lúc ngày mai.
spam,Double your income! Learn how to make $10000 easily. Don't miss out!
ham,Tôi sẽ đang họp vào tối nay.
spam,Giảm giá 30% cho tất cả sản phẩm! Trả lời email này.
spam,Kiếm tiền nhanh chóng! Kiếm 50000 đô la một tuần từ việc làm ở nhà.
ham,Vui lòng gửi cho tôi báo cáo tài chính trước thứ Tư.
spam,một Bitcoin MIỄN PHÍ đang chờ bạn. Gọi ngay!
spam,Chúc mừng! Bạn đã trúng một Bitcoin. Hành động nhanh lên!
spam,WIN $2000 shopping voucher now! Claim your free reward today!
spam,Ưu đãi có thời hạn! Nhận một chiếc ô tô mới tinh miễn phí! Hành động nhanh lên!
ham,Thanks for helping me with testing.
ham,Vui lòng gửi cho tôi ghi chú cuộc họp trước thứ Tư.
spam,Bạn đã được chọn cho một ưu đãi đặc biệt. Trả lời email này.
spam,Kiếm tiền nhanh chóng! Kiếm 200 đô la một tuần từ việc làm ở nhà.
ham,Bạn có thể gọi cho tôi khi bạn thức dậy không?
spam,Khẩn cấp! Tài khoản của bạn cần được xác minh. Gọi ngay!
spam,Ưu đãi có thời hạn! Nhận một thẻ quà tặng miễn phí! Nhận ngay tại đây!
ham,Tôi sẽ đang họp vào tối nay.
spam,một phần thưởng miễn phí của bạn đã sẵn sàng để giao. Gọi ngay!
ham,Bạn đã xem lại ghi chú cuộc họp chưa?
ham,bữa trưa sẽ bắt đầu lúc cuối tuần này.
spam,Ưu đãi có thời hạn! Nhận một phần thưởng miễn phí miễn phí! Gọi ngay!
ham,Did you review the presentation yet?
spam,một chiếc ô tô mới tinh MIỄN PHÍ đang chờ bạn. Gọi ngay!
spam,Khẩn cấp! Tài khoản của bạn cần được xác minh. Nhận ngay tại đây!
ham,Cảm ơn vì đã giúp tôi với ngân sách.
spam,Giảm giá 20% cho tất cả sản phẩm! Đừng bỏ lỡ!
ham,Bạn có thể gọi cho tôi khi bạn về đến nhà không?
ham,Did you review the presentation yet?
spam,500 đô la của bạn đã sẵn sàng để giao. Hành động nhanh lên!
spam,Bạn đã được chọn cho một ưu đãi đặc biệt. Đừng bỏ lỡ!
spam,FREE $500 waiting for you. Reply to this email.
ham,Hãy lên lịch cho một cuộc họp vào vào thứ Hai.
spam,Chúc mừng! Bạn đã trúng một kỳ nghỉ dưỡng sang trọng. Gọi ngay!
ham,Let's schedule a dinner for tomorrow.
spam,Kiếm tiền nhanh chóng! Kiếm 1000 đô la một tuần từ việc làm ở nhà.
ham,Hãy cho tôi biết nếu bạn cần giúp đỡ với kiểm thử.
spam,Chúc mừng! Bạn đã trúng một chiếc iPhone mới. Truy cập trang web của chúng tôi.
spam,Giảm giá 99% cho tất cả sản phẩm! Gọi ngay!
ham,Tôi sẽ vắng mặt vào tuần sau.
ham,I will be available on Monday.
ham,Can you call me when you wake up?
spam,Limited time offer! Get a brand new car for free! Act fast!
ham,Don't forget our call next Friday.
spam,You have been selected for a special offer. Claim it here!
ham,Hãy lên lịch cho một lịch hẹn vào lúc 2 giờ chiều.
ham,Hãy lên lịch cho một bữa trưa vào tuần sau.
ham,Bạn đã xem lại ghi chú cuộc họp chưa?
spam,một chiếc ô tô mới tinh của bạn đã sẵn sàng để giao. Trả lời email này.
spam,Congratulations! You have won a Bitcoin. Claim it here!
spam,Chúc mừng! Bạn đã trúng một chiếc iPhone mới. Trả lời email này.
ham,buổi phỏng vấn sẽ bắt đầu lúc lúc 8 giờ sáng.
spam,TRÚNG 500 đô la ngay! Nhận phần thưởng miễn phí của bạn hôm nay!
ham,Hãy lên lịch cho một cuộc họp vào cuối tuần này.
spam,Double your income! Learn how to make $2500 easily. Act fast!
ham,Hãy cho tôi biết nếu bạn cần giúp đỡ với bài thuyết trình.
spam,Make money fast! Earn $50000 a week from home.
ham,"Hello, are we still meeting on Monday?"
ham,cuộc gọi sẽ bắt đầu lúc tuần sau.
spam,Urgent! Your account needs verification. Click here now!
spam,Congratulations! You have won $2000 shopping voucher. Click here now!
spam,Bạn đã được chọn cho một ưu đãi đặc biệt. Đừng bỏ lỡ!
ham,Did you review the invoice yet?
ham,Cảm ơn vì đã giúp tôi với viết code.
ham,"Chào bạn, chúng ta vẫn gặp nhau vào tuần sau chứ?"
spam,Double your income! Learn how to make $5000 easily. Click here now!
spam,Double your income! Learn how to make $5000 easily. Click here now!
spam,TRÚNG một thẻ quà tặng ngay! Nhận phần thưởng miễn phí của bạn hôm nay!
ham,Let's schedule a lunch for tomorrow.
spam,một chiếc iPhone mới MIỄN PHÍ đang chờ bạn. Truy cập trang web của chúng tôi.
spam,một phần thưởng miễn phí MIỄN PHÍ đang chờ bạn. Trả lời email này.
spam,Make money fast! Earn $10000 a week from home.
spam,Nhân đôi thu nhập! Học cách kiếm 1000 đô la dễ dàng. Gọi ngay!
spam,TRÚNG một phần thưởng miễn phí ngay! Nhận phần thưởng miễn phí của bạn hôm nay!
spam,Make money fast! Earn $200 a week from home.
spam,Kiếm tiền nhanh chóng! Kiếm 50000 đô la một tuần từ việc làm ở nhà.
ham,Let me know if you need help with your project.
ham,Let me know if you need help with the budget.
spam,Chúc mừng! Bạn đã trúng một chiếc iPhone mới. Nhấn vào đây ngay!
spam,Urgent! Your account needs verification. Claim it here!
ham,Đừng quên bữa tối của chúng ta vào lúc 8 giờ sáng.
ham,Let's schedule a dinner for this afternoon.
spam,1000 đô la tiền mặt của bạn đã sẵn sàng để giao. Click vào liên kết này.
ham,Let me know if you need help with your project.
ham,I will be out of office on Monday.
ham,Cảm ơn vì đã giúp tôi với dự án của bạn.
ham,Please send me the report before Wednesday.
ham,Did you review the project proposal yet?
spam,Your a Bitcoin is ready to be shipped. Act fast!
spam,You have been selected for a special offer. Click here now!
ham,cuộc gọi sẽ bắt đầu lúc lúc 2 giờ chiều.
spam,Bạn đã được chọn cho một ưu đãi đặc biệt. Nhận ngay tại đây!
ham,Bạn có thể gọi cho tôi khi bạn đến văn phòng không?
spam,Giảm giá 99% cho tất cả sản phẩm! Nhấn vào đây ngay!
spam,Bạn đã được chọn cho một ưu đãi đặc biệt. Hành động nhanh lên!
ham,lớp học sẽ bắt đầu lúc lúc 8 giờ sáng.
spam,TRÚNG một thẻ quà tặng ngay! Nhận phần thưởng miễn phí của bạn hôm nay!
ham,The dinner will begin tonight.
spam,một Bitcoin MIỄN PHÍ đang chờ bạn. Click vào liên kết này.
ham,lớp học sẽ bắt đầu lúc vào thứ Hai.
ham,Thanks for helping me with the presentation.
spam,Bạn đã được chọn cho một ưu đãi đặc biệt. Nhấn vào đây ngay!
spam,Double your income! Learn how to make $1000 easily. Reply to this email.
spam,Ưu đãi có thời hạn! Nhận 1000 đô la tiền mặt miễn phí! Trả lời email này.
ham,Bạn có thể gọi cho tôi khi bạn rảnh rỗi không?
spam,Congratulations! You have won a Bitcoin. Claim it here!
ham,Vui lòng gửi cho tôi bài tập trước thứ Hai.
spam,Ưu đãi có thời hạn! Nhận phiếu mua hàng trị giá 2000 đô la miễn phí! Đừng bỏ lỡ!
spam,Nhân đôi thu nhập! Học cách kiếm 500 đô la dễ dàng. Trả lời email này.
ham,Hãy cho tôi biết nếu bạn cần giúp đỡ với ngân sách.
spam,Bạn đã được chọn cho một ưu đãi đặc biệt. Truy cập trang web của chúng tôi.
ham,Hãy cho tôi biết nếu bạn cần giúp đỡ với ngân sách.
ham,"Chào bạn, chúng ta vẫn gặp nhau vào vào thứ Hai chứ?"
ham,Vui lòng gửi cho tôi mã nguồn trước thứ Sáu.
spam,Bạn đã được chọn cho một ưu đãi đặc biệt. Đừng bỏ lỡ!
ham,Tôi sẽ bị ốm vào thứ Sáu tới.
ham,"Chào bạn, chúng ta vẫn gặp nhau vào cuối tuần này chứ?"
ham,I will be busy on Monday.
ham,Bạn có thể gọi cho tôi khi bạn ăn trưa xong không?
ham,The class will begin later today.
ham,Tôi sẽ vắng mặt vào ngày mai.
ham,"Hello, are we still meeting tonight?"
ham,"Chào bạn, chúng ta vẫn gặp nhau vào chiều nay chứ?"
spam,Ưu đãi có thời hạn! Nhận một chiếc iPhone mới miễn phí! Đừng bỏ lỡ!
ham,buổi phỏng vấn sẽ bắt đầu lúc vào thứ Hai.
spam,Khẩn cấp! Tài khoản của bạn cần được xác minh. Gọi ngay!
spam,Kiếm tiền nhanh chóng! Kiếm 500 đô la một tuần từ việc làm ở nhà.
spam,TRÚNG một chiếc iPhone mới ngay! Nhận phần thưởng miễn phí của bạn hôm nay!
spam,Kiếm tiền nhanh chóng! Kiếm 2500 đô la một tuần từ việc làm ở nhà.
ham,Cảm ơn vì đã giúp tôi với viết code.
ham,Bạn đã xem lại bài tập chưa?
spam,một chiếc laptop miễn phí của bạn đã sẵn sàng để giao. Đừng bỏ lỡ!
ham,Hãy cho tôi biết nếu bạn cần giúp đỡ với việc triển khai.
spam,WIN $1000 cash now! Claim your free reward today!
spam,một phần thưởng miễn phí của bạn đã sẵn sàng để giao. Nhận ngay tại đây!
ham,Hãy lên lịch cho một lịch hẹn vào ngày mai.
ham,Don't forget our conference next week.
ham,Vui lòng gửi cho tôi hóa đơn trước thứ Tư.
spam,You have been selected for a special offer. Don't miss out!
ham,Bạn đã xem lại ghi chú cuộc họp chưa?
spam,Kiếm tiền nhanh chóng! Kiếm 500 đô la một tuần từ việc làm ở nhà.
spam,Your a free laptop is ready to be shipped. Click here now!
ham,Tôi sẽ đang họp vào ngày mai.
ham,Hãy cho tôi biết nếu bạn cần giúp đỡ với việc triển khai.
spam,Get 30% off on all products! Call now!
ham,Please send me the report before Friday.
spam,Chúc mừng! Bạn đã trúng một chiếc laptop miễn phí. Truy cập trang web của chúng tôi.
ham,Bạn đã xem lại đề xuất dự án chưa?
spam,Giảm giá 75% cho tất cả sản phẩm! Trả lời email này.
spam,Khẩn cấp! Tài khoản của bạn cần được xác minh. Gọi ngay!
ham,buổi họp nhóm sẽ bắt đầu lúc lúc 8 giờ sáng.
spam,Giảm giá 20% cho tất cả sản phẩm! Nhận ngay tại đây!
spam,WIN a free prize now! Claim your free reward today!
ham,Vui lòng gửi cho tôi bản thuyết trình trước thứ Hai.
ham,Bạn có thể gọi cho tôi khi bạn về đến nhà không?
ham,Hãy lên lịch cho một cuộc họp vào cuối tuần này.
ham,The interview will begin tomorrow.
ham,"Chào bạn, chúng ta vẫn gặp nhau vào tuần sau chứ?"
spam,một chiếc ô tô mới tinh MIỄN PHÍ đang chờ bạn. Đừng bỏ lỡ!
ham,The meeting will begin later today.
spam,Kiếm tiền nhanh chóng! Kiếm 2500 đô la một tuần từ việc làm ở nhà.
spam,WIN $1000 cash now! Claim your free reward today!
spam,một thẻ quà tặng MIỄN PHÍ đang chờ bạn. Hành động nhanh lên!
spam,Ưu đãi có thời hạn! Nhận một thẻ quà tặng miễn phí! Truy cập trang web của chúng tôi.
ham,Cảm ơn vì đã giúp tôi với kiểm thử.
spam,Khẩn cấp! Tài khoản của bạn cần được xác minh. Click vào liên kết này.
spam,Your a free laptop is ready to be shipped. Click here now!
ham,Tôi sẽ vắng mặt vào lát nữa.
spam,phiếu mua hàng trị giá 2000 đô la MIỄN PHÍ đang chờ bạn. Gọi ngay!
spam,Nhân đôi thu nhập! Học cách kiếm 10000 đô la dễ dàng. Click vào liên kết này.
spam,You have been selected for a special offer. Click this link.
spam,Bạn đã được chọn cho một ưu đãi đặc biệt. Nhấn vào đây ngay!
ham,Bạn có thể gọi cho tôi khi bạn về đến nhà không?
spam,Ưu đãi có thời hạn! Nhận một chiếc ô tô mới tinh miễn phí! Hành động nhanh lên!
spam,Get 20% off on all products! Claim it here!
spam,Get 99% off on all products! Visit our website.
ham,Hãy lên lịch cho một buổi họp nhóm vào vào thứ Hai.
spam,Make money fast! Earn $200 a week from home.
